list-none-none,1,10,1,30,161117,5370
list-none-none,1,100,1,300,180836,602
list-none-none,1,1000,1,3000,3483981,1161
list-none-none,1,10000,1,30000,642704421,21423
list-none-none,1,20000,1,60000,3430792422,57179
list-none-none,2,1,1,6,161797,26966
list-none-none,2,10,1,60,117437,1957
list-none-none,2,1000,1,6000,35206249,5867
list-none-none,4,1,1,12,145299,12108
list-none-none,4,1000,1,12000,59719729,4976
list-none-none,8,1,1,24,314496,13104
list-none-none,8,10,1,240,295622,1231
list-none-none,12,1,1,36,444628,12350
list-none-none,12,10,1,360,416730,1157
list-i-none,2,1,1,6,129190,21531
list-i-none,2,4,1,24,148181,6174
list-i-none,2,8,1,48,203999,4249
list-i-none,2,32,1,192,726420,3783
list-i-none,4,2,1,24,136951,5706
list-i-none,4,32,1,384,1338102,3484
list-i-none,8,2,1,48,258026,5375
list-i-none,12,2,1,72,366895,5095
list-i-m,2,1,1,6,146328,24388
list-i-m,2,2,1,12,162892,13574
list-i-m,2,4,1,24,166556,6939
list-i-m,2,8,1,48,220096,4585
list-i-m,2,16,1,96,366758,3820
list-i-m,2,32,1,192,982031,5114
list-i-m,4,1,1,12,145953,12162
list-i-m,4,2,1,24,194836,8118
list-i-m,4,4,1,48,267651,5576
list-i-m,4,8,1,96,371341,3868
list-i-m,4,16,1,192,1185477,6174
list-i-m,4,32,1,384,4014403,10454
list-i-m,8,1,1,24,291618,12150
list-i-m,8,2,1,48,266288,5547
list-i-m,8,4,1,96,245509,2557
list-i-m,8,8,1,192,1211915,6312
list-i-m,8,16,1,384,3504975,9127
list-i-m,8,32,1,768,11932221,15536
list-i-m,12,1,1,36,450341,12509
list-i-m,12,2,1,72,403406,5602
list-i-m,12,4,1,144,813304,5647
list-i-m,12,8,1,288,1764801,6127
list-i-m,12,16,1,576,4703394,8165
list-i-m,12,32,1,1152,23438209,20345
list-i-s,2,1,1,6,146250,24375
list-i-s,2,2,1,12,115968,9664
list-i-s,2,4,1,24,120539,5022
list-i-s,2,8,1,48,137081,2855
list-i-s,2,16,1,96,300149,3126
list-i-s,2,32,1,192,821073,4276
list-i-s,4,1,1,12,138088,11507
list-i-s,4,2,1,24,202169,8423
list-i-s,4,4,1,48,196701,4097
list-i-s,4,8,1,96,416266,4336
list-i-s,4,16,1,192,832642,4336
list-i-s,4,32,1,384,2959391,7706
list-i-s,8,1,1,24,319734,13322
list-i-s,8,2,1,48,309768,6453
list-i-s,8,4,1,96,351843,3665
list-i-s,8,8,1,192,608525,3169
list-i-s,8,16,1,384,3451784,8989
list-i-s,8,32,1,768,10004071,13026
list-i-s,12,1,1,36,374866,10412
list-i-s,12,2,1,72,352937,4901
list-i-s,12,4,1,144,395509,2746
list-i-s,12,8,1,288,1440415,5001
list-i-s,12,16,1,576,5228925,9077
list-i-s,12,32,1,1152,30942487,26859
list-d-none,2,1,1,6,144827,24137
list-d-none,2,2,1,12,168471,14039
list-d-none,2,4,1,24,180570,7523
list-d-none,2,32,1,192,666009,3468
list-d-none,4,2,1,24,145488,6062
list-d-none,4,8,1,96,266477,2775
list-d-none,4,16,1,192,504574,2627
list-d-none,8,1,1,24,287963,11998
list-d-none,8,2,1,48,246777,5141
list-d-none,12,1,1,36,434205,12061
list-d-none,12,16,1,576,1174200,2038
list-d-m,2,1,1,6,134815,22469
list-d-m,2,2,1,12,161166,13430
list-d-m,2,4,1,24,146220,6092
list-d-m,2,8,1,48,218994,4562
list-d-m,2,16,1,96,452512,4713
list-d-m,2,32,1,192,1075356,5600
list-d-m,4,1,1,12,181027,15085
list-d-m,4,2,1,24,119931,4997
list-d-m,4,4,1,48,236167,4920
list-d-m,4,8,1,96,260872,2717
list-d-m,4,16,1,192,1060868,5525
list-d-m,4,32,1,384,3869580,10077
list-d-m,8,1,1,24,241586,10066
list-d-m,8,2,1,48,304256,6338
list-d-m,8,4,1,96,461545,4807
list-d-m,8,8,1,192,1017000,5296
list-d-m,8,16,1,384,3512585,9147
list-d-m,8,32,1,768,12114764,15774
list-d-m,12,1,1,36,425351,11815
list-d-m,12,2,1,72,421266,5850
list-d-m,12,4,1,144,640049,4444
list-d-m,12,8,1,288,2308585,8015
list-d-m,12,16,1,576,5929292,10293
list-d-m,12,32,1,1152,23760662,20625
list-d-s,2,1,1,6,145230,24205
list-d-s,2,2,1,12,150324,12527
list-d-s,2,4,1,24,148735,6197
list-d-s,2,8,1,48,201125,4190
list-d-s,2,16,1,96,259186,2699
list-d-s,2,32,1,192,782602,4076
list-d-s,4,1,1,12,177456,14788
list-d-s,4,2,1,24,179279,7469
list-d-s,4,4,1,48,212763,4432
list-d-s,4,8,1,96,374984,3906
list-d-s,4,16,1,192,904598,4711
list-d-s,4,32,1,384,3040225,7917
list-d-s,8,1,1,24,317280,13220
list-d-s,8,2,1,48,275482,5739
list-d-s,8,4,1,96,341669,3559
list-d-s,8,8,1,192,811808,4228
list-d-s,8,16,1,384,3317160,8638
list-d-s,8,32,1,768,8186348,10659
list-d-s,12,1,1,36,405501,11263
list-d-s,12,2,1,72,443461,6159
list-d-s,12,4,1,144,534582,3712
list-d-s,12,8,1,288,1004862,3489
list-d-s,12,16,1,576,7247657,12582
list-d-s,12,32,1,1152,19558542,16977
list-l-none,2,2,1,12,152807,12733
list-l-none,2,4,1,24,160478,6686
list-l-none,2,8,1,48,202117,4210
list-l-none,2,16,1,96,326167,3397
list-l-none,2,32,1,192,711655,3706
list-l-none,4,2,1,24,147523,6146
list-l-none,4,4,1,48,198376,4132
list-l-none,4,8,1,96,182866,1904
list-l-none,8,1,1,24,285820,11909
list-l-none,8,2,1,48,257152,5357
list-l-none,12,1,1,36,396271,11007
list-l-none,12,16,1,576,1134757,1970
list-l-m,2,1,1,6,150537,25089
list-l-m,2,2,1,12,92693,7724
list-l-m,2,4,1,24,167080,6961
list-l-m,2,8,1,48,270776,5641
list-l-m,2,16,1,96,397152,4137
list-l-m,2,32,1,192,771773,4019
list-l-m,4,1,1,12,191435,15952
list-l-m,4,2,1,24,182610,7608
list-l-m,4,4,1,48,283654,5909
list-l-m,4,8,1,96,341337,3555
list-l-m,4,16,1,192,996924,5192
list-l-m,4,32,1,384,3456185,9000
list-l-m,8,1,1,24,291866,12161
list-l-m,8,2,1,48,278271,5797
list-l-m,8,4,1,96,423427,4410
list-l-m,8,8,1,192,1097757,5717
list-l-m,8,16,1,384,3458818,9007
list-l-m,8,32,1,768,11604912,15110
list-l-m,12,1,1,36,354255,9840
list-l-m,12,2,1,72,356017,4944
list-l-m,12,4,1,144,746860,5186
list-l-m,12,8,1,288,1647195,5719
list-l-m,12,16,1,576,7143943,12402
list-l-m,12,32,1,1152,24982881,21686
list-l-s,2,1,1,6,139435,23239
list-l-s,2,2,1,12,142932,11911
list-l-s,2,4,1,24,135223,5634
list-l-s,2,8,1,48,206591,4303
list-l-s,2,16,1,96,353877,3686
list-l-s,2,32,1,192,750315,3907
list-l-s,4,1,1,12,147543,12295
list-l-s,4,2,1,24,185483,7728
list-l-s,4,4,1,48,176666,3680
list-l-s,4,8,1,96,324785,3383
list-l-s,4,16,1,192,939894,4895
list-l-s,4,32,1,384,4319798,11249
list-l-s,8,1,1,24,307040,12793
list-l-s,8,2,1,48,280161,5836
list-l-s,8,4,1,96,269473,2807
list-l-s,8,8,1,192,1215515,6330
list-l-s,8,16,1,384,2526901,6580
list-l-s,8,32,1,768,17519575,22811
list-l-s,12,1,1,36,369498,10263
list-l-s,12,2,1,72,360941,5013
list-l-s,12,4,1,144,414217,2876
list-l-s,12,8,1,288,1689346,5865
list-l-s,12,16,1,576,8531560,14811
list-l-s,12,32,1,1152,25144184,21826
list-id-none,2,2,1,12,94523,7876
list-id-none,2,4,1,24,125435,5226
list-id-none,2,8,1,48,195713,4077
list-id-none,4,2,1,24,175273,7303
list-id-none,4,8,1,96,202029,2104
list-id-none,8,2,1,48,277517,5781
list-id-none,8,8,1,192,349574,1820
list-id-none,8,16,1,384,824897,2148
list-id-none,12,2,1,72,426039,5917
list-id-none,12,8,1,288,469515,1630
list-id-m,2,1,1,6,139673,23278
list-id-m,2,2,1,12,120051,10004
list-id-m,2,4,1,24,132457,5519
list-id-m,2,8,1,48,218162,4545
list-id-m,2,16,1,96,506557,5276
list-id-m,2,32,1,192,883683,4602
list-id-m,4,1,1,12,173469,14455
list-id-m,4,2,1,24,180235,7509
list-id-m,4,4,1,48,267634,5575
list-id-m,4,8,1,96,492698,5132
list-id-m,4,16,1,192,1121491,5841
list-id-m,4,32,1,384,3997190,10409
list-id-m,8,1,1,24,284738,11864
list-id-m,8,2,1,48,325377,6778
list-id-m,8,4,1,96,469801,4893
list-id-m,8,8,1,192,1119350,5829
list-id-m,8,16,1,384,2915156,7591
list-id-m,8,32,1,768,11902443,15497
list-id-m,12,1,1,36,405017,11250
list-id-m,12,2,1,72,399168,5544
list-id-m,12,4,1,144,872728,6060
list-id-m,12,8,1,288,1611104,5594
list-id-m,12,16,1,576,6415836,11138
list-id-m,12,32,1,1152,32187962,27940
list-id-s,2,1,1,6,134182,22363
list-id-s,2,2,1,12,151873,12656
list-id-s,2,4,1,24,129480,5395
list-id-s,2,8,1,48,143976,2999
list-id-s,2,16,1,96,440266,4586
list-id-s,2,32,1,192,764034,3979
list-id-s,4,1,1,12,173873,14489
list-id-s,4,2,1,24,104978,4374
list-id-s,4,4,1,48,189959,3957
list-id-s,4,8,1,96,303470,3161
list-id-s,4,16,1,192,586124,3052
list-id-s,4,32,1,384,2915836,7593
list-id-s,8,1,1,24,278941,11622
list-id-s,8,2,1,48,233785,4870
list-id-s,8,4,1,96,356445,3712
list-id-s,8,8,1,192,645851,3363
list-id-s,8,16,1,384,3081272,8024
list-id-s,8,32,1,768,14923549,19431
list-id-s,12,1,1,36,391506,10875
list-id-s,12,2,1,72,382847,5317
list-id-s,12,4,1,144,362172,2515
list-id-s,12,8,1,288,1177177,4087
list-id-s,12,16,1,576,6017975,10447
list-id-s,12,32,1,1152,22854516,19838
list-dl-none,2,1,1,6,116847,19474
list-dl-none,2,2,1,12,97299,8108
list-dl-none,2,4,1,24,174970,7290
list-dl-none,2,8,1,48,210610,4387
list-dl-none,2,16,1,96,329811,3435
list-dl-none,4,2,1,24,173118,7213
list-dl-none,4,4,1,48,179765,3745
list-dl-none,4,8,1,96,266691,2778
list-dl-none,4,16,1,192,477517,2487
list-dl-none,8,1,1,24,328094,13670
list-dl-none,8,16,1,384,864577,2251
list-dl-none,12,2,1,72,368565,5118
list-dl-none,12,4,1,144,429680,2983
list-dl-none,12,8,1,288,506116,1757
list-dl-none,12,32,1,1152,3636293,3156
list-dl-m,2,1,1,6,115867,19311
list-dl-m,2,2,1,12,150172,12514
list-dl-m,2,4,1,24,181740,7572
list-dl-m,2,8,1,48,215326,4485
list-dl-m,2,16,1,96,326978,3406
list-dl-m,2,32,1,192,782607,4076
list-dl-m,4,1,1,12,191014,15917
list-dl-m,4,2,1,24,228200,9508
list-dl-m,4,4,1,48,250022,5208
list-dl-m,4,8,1,96,383342,3993
list-dl-m,4,16,1,192,1101147,5735
list-dl-m,4,32,1,384,3603613,9384
list-dl-m,8,1,1,24,293686,12236
list-dl-m,8,2,1,48,303980,6332
list-dl-m,8,4,1,96,452291,4711
list-dl-m,8,8,1,192,845795,4405
list-dl-m,8,16,1,384,2853390,7430
list-dl-m,8,32,1,768,10105842,13158
list-dl-m,12,1,1,36,424550,11793
list-dl-m,12,2,1,72,395972,5499
list-dl-m,12,4,1,144,725797,5040
list-dl-m,12,8,1,288,1951372,6775
list-dl-m,12,16,1,576,6278160,10899
list-dl-m,12,32,1,1152,20595570,17878
list-dl-s,2,1,1,6,121295,20215
list-dl-s,2,2,1,12,143612,11967
list-dl-s,2,4,1,24,138696,5779
list-dl-s,2,8,1,48,196776,4099
list-dl-s,2,16,1,96,281846,2935
list-dl-s,2,32,1,192,794507,4138
list-dl-s,4,1,1,12,134527,11210
list-dl-s,4,2,1,24,184249,7677
list-dl-s,4,4,1,48,189828,3954
list-dl-s,4,8,1,96,267237,2783
list-dl-s,4,16,1,192,993600,5175
list-dl-s,4,32,1,384,4510456,11745
list-dl-s,8,1,1,24,342598,14274
list-dl-s,8,2,1,48,291658,6076
list-dl-s,8,4,1,96,304430,3171
list-dl-s,8,8,1,192,904130,4709
list-dl-s,8,16,1,384,2156282,5615
list-dl-s,8,32,1,768,14851607,19338
list-dl-s,12,1,1,36,406260,11285
list-dl-s,12,2,1,72,347819,4830
list-dl-s,12,4,1,144,460293,3196
list-dl-s,12,8,1,288,2005764,6964
list-dl-s,12,16,1,576,6015971,10444
list-dl-s,12,32,1,1152,27819792,24149
list-il-none,2,2,1,12,145069,12089
list-il-none,2,8,1,48,193552,4032
list-il-none,2,16,1,96,304704,3174
list-il-none,2,32,1,192,677056,3526
list-il-none,4,2,1,24,159845,6660
list-il-none,4,16,1,192,514931,2681
list-il-none,4,32,1,384,1226180,3193
list-il-none,8,2,1,48,325402,6779
list-il-none,12,1,1,36,397057,11029
list-il-none,12,4,1,144,402648,2796
list-il-m,2,1,1,6,111922,18653
list-il-m,2,2,1,12,109218,9101
list-il-m,2,4,1,24,162706,6779
list-il-m,2,8,1,48,224879,4684
list-il-m,2,16,1,96,368737,3841
list-il-m,2,32,1,192,1086010,5656
list-il-m,4,1,1,12,172751,14395
list-il-m,4,2,1,24,210143,8755
list-il-m,4,4,1,48,195803,4079
list-il-m,4,8,1,96,443576,4620
list-il-m,4,16,1,192,1165852,6072
list-il-m,4,32,1,384,3417838,8900
list-il-m,8,1,1,24,306288,12762
list-il-m,8,2,1,48,250293,5214
list-il-m,8,4,1,96,372400,3879
list-il-m,8,8,1,192,1107798,5769
list-il-m,8,16,1,384,3164073,8239
list-il-m,8,32,1,768,11663896,15187
list-il-m,12,1,1,36,423190,11755
list-il-m,12,2,1,72,344510,4784
list-il-m,12,4,1,144,765185,5313
list-il-m,12,8,1,288,2052420,7126
list-il-m,12,16,1,576,6121952,10628
list-il-m,12,32,1,1152,24237189,21039
list-il-s,2,1,1,6,102124,17020
list-il-s,2,2,1,12,91098,7591
list-il-s,2,4,1,24,128612,5358
list-il-s,2,8,1,48,178077,3709
list-il-s,2,16,1,96,310248,3231
list-il-s,2,32,1,192,737166,3839
list-il-s,4,1,1,12,136395,11366
list-il-s,4,2,1,24,139754,5823
list-il-s,4,4,1,48,151525,3156
list-il-s,4,8,1,96,305792,3185
list-il-s,4,16,1,192,614368,3199
list-il-s,4,32,1,384,1671218,4352
list-il-s,8,1,1,24,260603,10858
list-il-s,8,2,1,48,253129,5273
list-il-s,8,4,1,96,285470,2973
list-il-s,8,8,1,192,1106673,5763
list-il-s,8,16,1,384,3093170,8055
list-il-s,8,32,1,768,7784733,10136
list-il-s,12,1,1,36,367686,10213
list-il-s,12,2,1,72,373117,5182
list-il-s,12,4,1,144,351060,2437
list-il-s,12,8,1,288,1736895,6030
list-il-s,12,16,1,576,5305575,9211
list-il-s,12,32,1,1152,25374423,22026
list-idl-none,2,1,1,6,91967,15327
list-idl-none,2,2,1,12,96602,8050
list-idl-none,2,4,1,24,129481,5395
list-idl-none,2,8,1,48,170757,3557
list-idl-none,2,16,1,96,261158,2720
list-idl-none,2,32,1,192,737488,3841
list-idl-none,4,2,1,24,124635,5193
list-idl-none,4,4,1,48,164047,3417
list-idl-none,4,16,1,192,439439,2288
list-idl-none,4,32,1,384,1344805,3502
list-idl-none,8,1,1,24,241757,10073
list-idl-none,8,2,1,48,248424,5175
list-idl-none,8,8,1,192,355573,1851
list-idl-none,12,1,1,36,341995,9499
list-idl-none,12,2,1,72,383300,5323
list-idl-m,2,1,1,6,127521,21253
list-idl-m,2,2,1,12,134306,11192
list-idl-m,2,4,1,24,110815,4617
list-idl-m,2,8,1,48,219019,4562
list-idl-m,2,16,1,96,374890,3905
list-idl-m,2,32,1,192,1363661,7102
list-idl-m,4,1,1,12,187662,15638
list-idl-m,4,2,1,24,185569,7732
list-idl-m,4,4,1,48,243819,5079
list-idl-m,4,8,1,96,494913,5155
list-idl-m,4,16,1,192,933843,4863
list-idl-m,4,32,1,384,3720350,9688
list-idl-m,8,1,1,24,308335,12847
list-idl-m,8,2,1,48,291595,6074
list-idl-m,8,4,1,96,471711,4913
list-idl-m,8,8,1,192,1204614,6274
list-idl-m,8,16,1,384,3362217,8755
list-idl-m,8,32,1,768,11659445,15181
list-idl-m,12,1,1,36,370747,10298
list-idl-m,12,2,1,72,381162,5293
list-idl-m,12,4,1,144,774134,5375
list-idl-m,12,8,1,288,1731946,6013
list-idl-m,12,16,1,576,5658419,9823
list-idl-m,12,32,1,1152,26315351,22843
list-idl-s,2,1,1,6,148994,24832
list-idl-s,2,2,1,12,122234,10186
list-idl-s,2,4,1,24,139926,5830
list-idl-s,2,8,1,48,156816,3267
list-idl-s,2,16,1,96,361315,3763
list-idl-s,2,32,1,192,763658,3977
list-idl-s,4,1,1,12,186373,15531
list-idl-s,4,2,1,24,148138,6172
list-idl-s,4,4,1,48,203270,4234
list-idl-s,4,8,1,96,323946,3374
list-idl-s,4,16,1,192,790352,4116
list-idl-s,4,32,1,384,3148689,8199
list-idl-s,8,1,1,24,302069,12586
list-idl-s,8,2,1,48,327342,6819
list-idl-s,8,4,1,96,255705,2663
list-idl-s,8,8,1,192,483097,2516
list-idl-s,8,16,1,384,2575791,6707
list-idl-s,8,32,1,768,14978024,19502
list-idl-s,12,1,1,36,421740,11715
list-idl-s,12,2,1,72,424985,5902
list-idl-s,12,4,1,144,402136,2792
list-idl-s,12,8,1,288,1417499,4921
list-idl-s,12,16,1,576,9073102,15751
list-idl-s,12,32,1,1152,31674709,27495
list-none-none,1,1000,1,3000,3757653,1252
list-none-m,1,1000,1,3000,3716233,1238
list-none-m,2,1000,1,6000,22601432,3766
list-none-m,4,1000,1,12000,82948233,6912
list-none-m,8,1000,1,24000,416540613,17355
list-none-m,12,1000,1,36000,1020043218,28334
list-none-m,16,1000,1,48000,2032586739,42345
list-none-m,24,1000,1,72000,3971691572,55162
list-none-s,1,1000,1,3000,3788730,1262
list-none-s,2,1000,1,6000,33720867,5620
list-none-s,4,1000,1,12000,238503326,19875
list-none-s,8,1000,1,24000,1299005309,54125
list-none-s,12,1000,1,36000,3719219904,103311
list-none-s,16,1000,1,48000,6409759403,133536
list-none-s,24,1000,1,72000,24518097486,340529
